CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
33.000.167/0001-01;Petróleo e Gás;2013;322782491.937526;177263863.489721;0;46048602.497438;800532475.552549;61016293.3854412;38453732.5649254;361619354.759097;314039205.66191;322782491.937526
33.000.167/0001-01;Petróleo e Gás;2014;230405699.871075;161800058.398947;0;48820393.7537529;790111870.614292;54280020.7583461;-34494773.0399716;269043181.240468;220776617.084876;230405699.871075
33.000.167/0001-01;Petróleo e Gás;2015;242640855.477434;156765374.663905;0;42453689.5272497;685268973.886963;93641713.0662775;-50219921.7799979;291370071.89397;236291078.895715;242640855.477434
33.000.167/0001-01;Petróleo e Gás;2016;260286463.66768;142285986.577405;0;46389911.3849962;563393141.96877;89163032.3937163;-17552466.6884379;321072223.354676;255756056.972396;260286463.66768
33.000.167/0001-01;Petróleo e Gás;2017;282434922.165612;153384910.34847;0;37741842.9510706;537812763.404548;90815247.2699876;492921.596083753;330240472.079698;274701152.296022;282434922.165612
33.000.167/0001-01;Petróleo e Gás;2018;354450694.810702;194845303.448771;0;40714979.1166137;615539013.308319;85225433.0742261;33664979.1710908;391002000.198087;335966354.048509;354450694.810702
33.000.167/0001-01;Petróleo e Gás;2019;327714039.406722;156295281.401738;33685151.7911187;38760184.5365483;546026341.935745;61661345.4116337;37312076.2656832;362196437.104691;285716479.988941;327714039.406722
33.000.167/0001-01;Petróleo e Gás;2020;214986392.59626;100526296.73472;0;25322702.02938;464149919.05542;81902336.10948;7235057.72268;268029582.35562;194649231.4632;214986392.59626
33.000.167/0001-01;Petróleo e Gás;2021;425921799.6;197389785.6;0;33866143.2;668453763.6;81330728.4;113335142.4;478724328;405006402.6;425921799.6
33.000.167/0001-01;Petróleo e Gás;2022;483045000;224836000;0;29191000;819670000;40013000;189005000;543683000;468562000;483045000
33.009.911/0001-39;Bebidas e Fumo;2010;19914895.8000758;15791423.6530933;0;1129066.63592488;25871448.8537426;113963.588777915;2880441.92227966;20028184.0372975;19736676.4833832;19914895.8000758
33.009.911/0001-39;Bebidas e Fumo;2011;19748882.2409228;15454903.0809813;0;1146941.94332418;24685073.860028;150323.487677775;2996713.72893949;19827044.4013709;19521728.6582031;19748882.2409228
33.009.911/0001-39;Bebidas e Fumo;2012;20721989.0612505;16332536.8640803;0;1210308.56598413;25839116.5470146;275582.111240841;2903561.51994524;20765145.0491135;20461953.6409761;20721989.0612505
33.009.911/0001-39;Bebidas e Fumo;2013;22260794.3687168;17641312.5351362;0;1210099.40016667;26993968.2469411;575866.201428483;2833516.23198545;22054687.215249;21790737.8844124;22260794.3687168
33.009.911/0001-39;Bebidas e Fumo;2014;21778598.4456195;17698345.417047;0;1008865.12161043;26578540.4499652;374366.78104291;2697021.12591916;21735631.0237554;21490050.0782189;21778598.4456195
33.014.556/0001-96;Comércio (Atacado e Varejo);2010;5702030.92909411;1903555.82790028;0;772830.608006542;21257586.0648621;2381672.94842873;643971.544758561;5384482.61370458;5094456.86055765;5702030.92909411
33.014.556/0001-96;Comércio (Atacado e Varejo);2011;5932867.99063885;1952140.91866962;0;861511.900273765;21801355.8953216;2551702.9975272;567512.174168265;5459306.59507837;5128416.31706408;5932867.99063885
33.014.556/0001-96;Comércio (Atacado e Varejo);2012;5948080.8831023;1832326.45691481;0;994449.081348525;23178200.0726162;2508675.56939697;612629.775442001;5611114.5318954;5209910.91522841;5948080.8831023
33.014.556/0001-96;Comércio (Atacado e Varejo);2013;6356659.23748754;1710675.6682939;0;1208593.46778856;25903236.9695047;2764455.61053017;672934.490874908;6060749.37509235;5576181.78656285;6356659.23748754
33.014.556/0001-96;Comércio (Atacado e Varejo);2014;7002305.18985332;1310455.23202007;0;1493296.0950105;29173686.8240341;3639673.71633815;558880.146484597;6523314.96290337;5912280.43141927;7002305.18985332
33.014.556/0001-96;Comércio (Atacado e Varejo);2015;7543823.0105801;1512045.01064286;0;1635830.67095822;29830803.4548841;4303886.27763435;92061.0513446756;6950368.0650226;6177107.49408777;7543823.0105801
33.014.556/0001-96;Comércio (Atacado e Varejo);2016;7106343.19736172;646242.937589612;0;1456366.3069757;28740964.6604197;4966290.48457059;37443.4682258223;6492987.7561921;5632456.7164688;7106343.19736172
33.014.556/0001-96;Comércio (Atacado e Varejo);2017;7026767.32513806;941136.380138615;0;1400762.88751077;26103455.456125;4578655.87463386;106212.182854821;6496300.0087542;5490039.14113724;7026767.32513806
33.014.556/0001-96;Comércio (Atacado e Varejo);2018;6683189.36885451;1292192.7372873;0;1489886.53829946;26283533.3955411;3614230.19922269;286879.894045055;6860448.13156992;5681002.43329693;6683189.36885451
33.014.556/0001-96;Comércio (Atacado e Varejo);2019;6768790.74789376;1265454.27350216;0;1669761.98947113;26850148.5003906;3130349.15491771;703225.33000276;7253374.71484146;5592947.39823415;6768790.74789376
33.014.556/0001-96;Comércio (Atacado e Varejo);2020;5823891.3368421;1592379.90892368;0;1685638.71411948;29381920.3920292;2181097.69100172;364775.02279722;6805302.70739652;4997366.49739122;5823891.3368421
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2010;411046.76568697;64599.3626770899;0;87511.6573846796;1266598.0076855;81926.1027494181;177009.642875782;388996.537377568;388154.334260444;411046.76568697
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2011;388028.971399209;67098.3577334305;0;117655.190773229;1304461.94705345;79813.6973612664;123461.725531283;352681.597646835;345208.579940202;388028.971399209
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2012;196425.679009073;11753.2630171734;0;104943.257452783;1204590.14127958;33852.7207161811;45876.4378229361;134742.702172817;132950.280951669;196425.679009073
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2013;366362.760954767;85813.0745360964;0;126364.607674556;1742479.08815041;66697.2603202627;87487.8184238524;298254.838118271;296006.803658159;366362.760954767
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2014;61391.6962801794;190917.020170418;0;135123.408294372;1722427.35745398;145400.723451145;-410049.455635754;-21259.5043475687;-31245.7442893996;61391.6962801794
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2015;-57896.1976746062;57473.5455792186;0;108840.053955826;959294.603204332;180785.15016597;-404994.94737562;-158440.276379748;-161290.322266214;-57896.1976746062
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2016;-355661.817924218;1583.69132175481;0;77981.6603599164;482819.98671871;180702.274536132;-615929.444142021;-433961.023867766;-436510.807261755;-355661.817924218
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2017;-481266.680679269;-69372.5040981744;0;57172.3677240166;328479.290674062;136143.114360257;-605209.658665368;-493145.175905849;-495790.216725153;-481266.680679269
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2018;-412300.792736064;-5219.09314514739;0;37229.6992293976;134466.990554572;95149.1496850765;-539460.54850539;-429559.485144286;-431342.475650988;-412300.792736064
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2019;-300283.457173141;4309.24115356862;0;24718.2524564049;224196.678994761;149773.350166789;-479084.300949904;-238718.894269168;-240529.936943758;-300283.457173141
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2020;-115880.23367262;20859.57724464;0;18800.0299134;70793.75404728;42472.08236628;-198011.92319694;-137894.68644552;-139551.12777492;-115880.23367262
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2021;-176137.3332;3363.1578;0;13766.4414;13240.2546;10909395;-204176.3274;-185530.5072;-187502.1228;-176137.3332
33.035.536/0001-00;"Construção Civil; Mat. Constr. e Decoração";2022;-72614;-832;0;12556;23885;41798;-126136;-79227;-80928;-72614
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2011;458822.736388569;147356.699648242;0;81069.1643359807;963180.437918079;102412.102906124;127984.769498222;440764.189100491;433078.190389219;458822.736388569
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2012;319165.876160593;66013.7776171366;0;77703.404377938;816780.188905134;120334.393125896;55114.3010396225;314642.398936808;308181.551241249;319165.876160593
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2013;329620.350890356;70030.0340849188;0;89530.270550437;895050.323940447;203053.503684444;-32993.4574294446;313581.586073084;295109.2612752;329620.350890356
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2014;414955.253042187;120519.29940197;0;96822.630146587;994412.057153894;269254.014098859;-71640.6906052284;390981.668987724;360960.013980622;414955.253042187
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2015;135709.875344356;57480.6849727217;0;81300.5574566979;668164.414932069;578155.225280204;-581226.592365268;98746.379421044;70421.5496365676;135709.875344356
33.039.223/0001-11;"Construção Civil; Mat. Constr. e Decoração";2016;284958.140877277;80674.070160113;0;66099.2660842863;563483.29262175;177315.570154775;-39130.7655218975;160835.49257716;133966.56139269;284958.140877277
33.041.260/0652-90;Comércio (Atacado e Varejo);2010;4459316.53056024;1981344.40920402;0;1353311.1611714;19998218.291484;1255379.22654042;-130718.266355593;4497803.6239503;4365686.98260778;4459316.53056024
33.041.260/0652-90;Comércio (Atacado e Varejo);2011;10899911.9633459;2286427.68323157;0;5643787.37843874;44898335.0260042;2775671.20644942;194025.695226164;10688881.4163283;10391587.9576686;10899911.9633459
33.041.260/0652-90;Comércio (Atacado e Varejo);2012;11035536.1966591;2603263.79379898;0;5352037.19081418;45652420.5237683;2510763.19214073;569472.019905185;11067628.3142823;10716966.0265651;11035536.1966591
33.041.260/0652-90;Comércio (Atacado e Varejo);2013;12852726.6967215;3703818.12005164;0;4636869.41907395;42276360.5597447;2548767.98603979;1963271.17155617;12647431.8441813;12386327.2379924;12852726.6967215
33.041.260/0652-90;Comércio (Atacado e Varejo);2014;11306305.3760826;2301854.26735443;0;4691817.78896166;39809649.1268638;2836803.31103215;1475830.00873442;11007363.2634392;10725728.3257383;11306305.3760826
33.041.260/0652-90;Comércio (Atacado e Varejo);2015;8054663.75027632;1390753.8544175;0;4162266.41234807;30393826.021695;2481653.18170187;19990.3018088758;8168894.04632704;7839054.06648058;8054663.75027632
33.041.260/0652-90;Comércio (Atacado e Varejo);2016;7120556.05329349;1193487.00288574;0;3593916.32999753;29255905.190242;2460978.2731432;-127825.552732971;7292784.1664495;6992730.50056052;7120556.05329349
33.041.260/0652-90;Comércio (Atacado e Varejo);2017;8493418.27098159;1846167.88771952;0;3914608.11319564;37167857.3259227;2477682.82381621;254959.446250217;8516952.98909699;8099865.48471843;8493418.27098159
33.041.260/0652-90;Comércio (Atacado e Varejo);2018;7476202.76819977;1617805.38903699;0;3984618.1055003;37817304.3044492;2210454.28447533;-336675.010812842;7665346.03270137;7246708.9406045;7476202.76819977
33.041.260/0652-90;Comércio (Atacado e Varejo);2019;6171094.64468095;1554569.02929132;0;4889936.19952958;35426027.1476558;1460206.08432266;-1733616.66846262;6950193.83134524;5881956.90304622;6171094.64468095
33.041.260/0652-90;Comércio (Atacado e Varejo);2020;8421208.7166;2208974.55606;0;3728730.51702;38995872.2757;1320519.6612;1162983.98232;8927407.92006;7870992.1911;8421208.7166
33.041.260/0652-90;Comércio (Atacado e Varejo);2021;5868356.4;-629733.6;0;5123453.4;37570582.8;1688446.8;-313810.2;6549863.4;5500659.6;5868356.4
33.041.260/0652-90;Comércio (Atacado e Varejo);2022;6386000;474000;0;3288000;35433000;2966000;-342000;6830000;5712000;6386000
33.042.730/0001-04;Metalurgia e Siderurgia;2010;15563230.3075712;4349542.10775878;0;2632117.14139897;33843598.5584806;3583590.15398478;4997980.90442868;17410829.2863854;15809513.1431585;15563230.3075712
33.042.730/0001-04;Metalurgia e Siderurgia;2011;22434929.5460166;3783775.69031092;0;2776044.85733475;37659641.2625805;9023782.8442793;6851326.15409158;18924819.5006314;17153245.3722983;22434929.5460166
33.042.730/0001-04;Metalurgia e Siderurgia;2012;10633530.0560923;2172861.74149992;0;3211587.51589313;35280004.1689612;6098578.86174858;-849498.063049346;10247067.0711444;8071677.55612747;10633530.0560923
33.042.730/0001-04;Metalurgia e Siderurgia;2013;16567671.3337999;3204981.78045451;0;2570589.79861319;34956629.9883367;9899581.60343645;892518.151295786;12531147.4564539;10599688.0617597;16567671.3337999
33.042.730/0001-04;Metalurgia e Siderurgia;2014;14393757.4881505;2129899.61740284;0;2659129.42645183;30180360.227945;9781367.04513862;-176638.600842843;10939094.3251887;8922832.04507886;14393757.4881505
33.042.730/0001-04;Metalurgia e Siderurgia;2015;16901755.9151648;1643299.90444123;0;2829201.71319358;25734644.970618;10121872.2833618;2307382.01416819;11619846.9772886;9939462.20723448;16901755.9151648
33.042.730/0001-04;Metalurgia e Siderurgia;2016;6032939.55530974;1637083.3823653;12864.632733473;2733021.99659804;26632643.6319454;2797786.49480537;-1147816.95119245;8337912.79623695;6558450.58557699;6032939.55530974
33.042.730/0001-04;Metalurgia e Siderurgia;2017;8935767.68028836;2061055.55392524;0;2916648.46365172;28693287.7491828;3812633.48708593;145430.175625464;10131581.0900598;8231368.33715694;8935767.68028836
33.042.730/0001-04;Metalurgia e Siderurgia;2018;14944001.2706802;1744972.7105369;0;2896571.47645487;36749733.0642636;3744755.44414505;6557701.63954338;14530661.4509445;12925439.1328172;14944001.2706802
33.042.730/0001-04;Metalurgia e Siderurgia;2019;9483907.86129036;256369.604103689;0;3217457.04115589;34722965.1381347;3294713.67789561;2715367.53813517;10474571.1901371;8636512.88831433;9483907.86129036
33.042.730/0001-04;Metalurgia e Siderurgia;2020;13970192.1853424;2698693.90581834;0;2559930.45643782;39473269.0919883;3739211.27306784;4972356.55001844;13999621.2401779;11084367.9016757;13970192.1853424
33.042.730/0001-04;Metalurgia e Siderurgia;2021;28537170534;7590542.5512;0;2437656.5016;61163036.5032;4143838.3326;14365133.1486;28601486.8326;26263858653;28537170534
33.042.730/0001-04;Metalurgia e Siderurgia;2022;16458014;4655502;0;2862780;51013430;6772034;2167698;15838932;12968701;16458014
33.102.476/0001-92;Sem Setor Principal;2010;258933.759297094;9379.44131852957;0;26587.0017044723;8851.07804222104;1869.13474814408;221098.181525948;-6020.56049056822;-7845.99602037099;258933.759297094
33.102.476/0001-92;Sem Setor Principal;2011;488103.888017584;115463.728330759;0;29367.0913326408;1942.98460372456;5029.34091656397;338243.72743762;-6951.77472159529;-8900.36408859983;488103.888017584
33.102.476/0001-92;Sem Setor Principal;2012;401120.535998946;23805.2629045382;0;31103.987975663;2305.04661970133;40987.0521250113;305224.232993734;-8962.1061057406;-10795.1838240154;401120.535998946
33.102.476/0001-92;Sem Setor Principal;2013;303589.950383457;735.416477657325;0;31251.8574982652;2358.3469317602;94445.861143142;177156.815264393;-5144.57254143011;-6662.20472714113;303589.950383457
33.102.476/0001-92;Sem Setor Principal;2014;456133.74236905;10719.4348075774;0;31632.7956562958;8508.83655355622;124411.840384495;289369.671520681;-5920.62720988018;-7366.56300735026;456133.74236905
33.102.476/0001-92;Sem Setor Principal;2015;325626.30980088;67335.9037644975;0;30118.2454324727;5136.07968618045;90981.5750469963;137190.585556913;-8301.686765486;-9636.75335057877;325626.30980088
33.102.476/0001-92;Sem Setor Principal;2016;651028.995390361;-13697.5171244384;0;32399.068255339;5138.58721986543;346570.057294569;285757.386964892;-10333.6867893602;-11528.5193243799;651028.995390361
33.102.476/0001-92;Sem Setor Principal;2017;306465.17684578;13722.0481456207;0;31365.2418261357;3802.1644599776;73478.0049249728;187899.881949051;-96644.0124565694;-97815.5184249807;306465.17684578
33.102.476/0001-92;Sem Setor Principal;2018;326096.858506816;60576.282844378;0;30071.2571455605;4917.72487704151;178734.080178525;56715.2383383521;-17258.6924082223;-17819.8174262437;326096.858506816
33.102.476/0001-92;Sem Setor Principal;2019;472201.854873921;50204.7160673622;0;24482.3450939832;5459.74321337878;275848.293551642;121666.500160933;-6024.71110184496;-7054.23502707991;472201.854873921
33.102.476/0001-92;Sem Setor Principal;2020;784396.78720686;95106.3743709;0;22086.27050886;129947.24311614;678028.9284972;-10824.7861701;1764.16793334;816.6371589;784396.78720686
33.102.476/0001-92;Sem Setor Principal;2021;1117185444;49709.8602;0;19662.2694;1083015;422958.0366;624855.2778;-10716.0372;-11603.5812;1117185444
